id,tokencount,department,messagecount,method,created_on,updated_on
5649,891,ITM-KM-IL,1,Brainstorm,2024-01-22 10:25:49.802369,2024-01-22 10:25:49.802374
5652,134,KVR-IV-BD VO-II,1,Chat,2024-01-22 10:44:08.527847,2024-01-22 10:44:08.527853
5653,404,KVR-IV-BD VO-II,2,Chat,2024-01-22 10:44:50.602003,2024-01-22 10:44:50.602009
5658,16,RIT-I-A2,1,Chat,2024-01-22 10:52:51.607274,2024-01-22 10:52:51.607279
5665,1197,RIT-I-A6,3,Chat,2024-01-22 11:07:47.669523,2024-01-22 11:07:47.669531
5667,1733,RIT-I-A6,4,Chat,2024-01-22 11:09:00.091564,2024-01-22 11:09:00.091571
5669,511,BAU-HZ2,3,Chat,2024-01-22 11:09:43.906994,2024-01-22 11:09:43.907001
5684,34,POR-5/12,1,Chat,2024-01-22 11:47:48.455356,2024-01-22 11:47:48.455362
5687,1062,BAU-HZ2,2,Chat,2024-01-22 11:48:25.036362,2024-01-22 11:48:25.036368
5688,261,ITM-KM82,1,Chat,2024-01-22 11:48:30.014229,2024-01-22 11:48:30.014236
5690,896,BAU-HZ2,1,Brainstorm,2024-01-22 11:49:17.095975,2024-01-22 11:49:17.095980
5698,62,POR-5/12,1,Chat,2024-01-22 11:50:41.796648,2024-01-22 11:50:41.796654
3673,323,RIT-I-A2,1,Chat,2024-01-08 10:47:15.408231,2024-01-08 10:47:15.408238
3675,173,RIT-I-A2,1,Chat,2024-01-08 10:47:31.719616,2024-01-08 10:47:31.719622
3680,426,KVR-III/2322,6,Chat,2024-01-08 10:49:26.625025,2024-01-08 10:49:26.625031
3681,482,KVR-III/2322,7,Chat,2024-01-08 10:49:44.388987,2024-01-08 10:49:44.388994
3682,612,KVR-III/2322,8,Chat,2024-01-08 10:49:57.027281,2024-01-08 10:49:57.027286
3683,740,ITM-KM82,2,Chat,2024-01-08 10:52:57.940995,2024-01-08 10:52:57.941002
3686,227,POR-BdR/Kom,2,Chat,2024-01-08 10:57:32.442080,2024-01-08 10:57:32.442086
3688,9791,ITM-KM82,1,Chat,2024-01-08 11:01:47.337669,2024-01-08 11:01:47.337676
3689,9813,ITM-KM82,2,Chat,2024-01-08 11:02:32.165944,2024-01-08 11:02:32.165952
3690,478,ITM-KM-IL,2,Chat,2024-01-08 11:10:53.524173,2024-01-08 11:10:53.524179
3691,141530,POR-BdR/Kom,1,Sum,2024-01-08 11:12:08.192202,2024-01-08 11:12:08.192208
3692,4207,ITM-KM83,1,Sum,2024-01-08 11:38:18.531513,2024-01-08 11:38:18.531528
3693,125,ITM-KM81,1,Chat,2024-01-08 11:40:47.554499,2024-01-08 11:40:47.554506
3694,9614,ITM-KM81,1,Chat,2024-01-08 11:41:18.648459,2024-01-08 11:41:18.648465
3695,9614,ITM-KM81,1,Chat,2024-01-08 11:41:44.308943,2024-01-08 11:41:44.308950
3696,13940,ITM-KM81,1,Sum,2024-01-08 11:42:46.407131,2024-01-08 11:42:46.407141
3697,3456,KVR-GL/31,1,Sum,2024-01-08 11:48:24.300357,2024-01-08 11:48:24.300363
3698,3588,KVR-GL/31,1,Sum,2024-01-08 11:48:56.628601,2024-01-08 11:48:56.628610
3699,105,RIT-RL-BdR,1,Chat,2024-01-08 11:55:38.994292,2024-01-08 11:55:38.994299
3700,99,RIT-RL-BdR,1,Chat,2024-01-08 11:55:56.558187,2024-01-08 11:55:56.558193
3701,98,RIT-RL-BdR,1,Chat,2024-01-08 11:56:03.691825,2024-01-08 11:56:03.691831
3702,170,RIT-RL-BdR,2,Chat,2024-01-08 11:57:55.200722,2024-01-08 11:57:55.200729
3703,226,RIT-RL-BdR,3,Chat,2024-01-08 11:58:07.860007,2024-01-08 11:58:07.860013
3704,11991,RBS-KITA-SB,1,Sum,2024-01-08 11:59:58.625346,2024-01-08 11:59:58.625355
3705,55,ITM-KM-IL,1,Chat,2024-01-08 12:00:55.188636,2024-01-08 12:00:55.188645
3706,308,ITM-KM-IL,2,Chat,2024-01-08 12:01:19.077921,2024-01-08 12:01:19.077928
3707,587,ITM-KM-IL,3,Chat,2024-01-08 12:01:46.020177,2024-01-08 12:01:46.020183
3708,687,ITM-KM-IL,4,Chat,2024-01-08 12:02:08.566892,2024-01-08 12:02:08.566899
3709,974,ITM-KM-IL,5,Chat,2024-01-08 12:06:38.844853,2024-01-08 12:06:38.844859
3710,630,ITM-KM-IL,3,Chat,2024-01-08 12:09:10.033593,2024-01-08 12:09:10.033600
3711,1279,ITM-KM-IL,6,Chat,2024-01-08 12:09:43.073497,2024-01-08 12:09:43.073503
3712,1604,ITM-KM-IL,7,Chat,2024-01-08 12:11:45.761159,2024-01-08 12:11:45.761165
3713,1861,ITM-KM-IL,8,Chat,2024-01-08 12:12:17.781350,2024-01-08 12:12:17.781357
3714,1912,ITM-KM-IL,8,Chat,2024-01-08 12:12:46.905941,2024-01-08 12:12:46.905948
3715,2206,RBS-KITA-SB,1,Sum,2024-01-08 12:19:29.588651,2024-01-08 12:19:29.588659
3716,641,POR-BdR/Kom,1,Chat,2024-01-08 12:23:28.227416,2024-01-08 12:23:28.227422
3717,1948,ITM-KM-IL,9,Chat,2024-01-08 12:29:13.169920,2024-01-08 12:29:13.169927
3718,976,ITM-KM-IL,1,Chat,2024-01-08 13:11:31.440589,2024-01-08 13:11:31.440596
3719,1117,POR-5/3,2,Chat,2024-01-08 13:12:33.856163,2024-01-08 13:12:33.856169
3720,615,ITM-KM-IL,1,Chat,2024-01-08 13:13:22.222623,2024-01-08 13:13:22.222630
3721,1037,ITM-KM-IL,2,Chat,2024-01-08 13:18:05.566894,2024-01-08 13:18:05.566902
3722,223,GeschSt des GPR,1,Chat,2024-01-08 13:20:13.432694,2024-01-08 13:20:13.432700
3723,362,ITM-KM-IL,1,Chat,2024-01-08 13:20:19.102373,2024-01-08 13:20:19.102380
3724,17,KVR-II/44,1,Chat,2024-01-08 13:33:09.057176,2024-01-08 13:33:09.057183
3725,200,KVR-II/44,2,Chat,2024-01-08 13:34:01.686488,2024-01-08 13:34:01.686495
3726,395,KVR-II/44,3,Chat,2024-01-08 13:34:47.650224,2024-01-08 13:34:47.650230
3727,3070,MSE-32T1,1,Sum,2024-01-08 13:35:13.540458,2024-01-08 13:35:13.540464
3728,100,MSE-32T1-A,1,Chat,2024-01-08 13:36:40.555875,2024-01-08 13:36:40.555881
3729,189,MSE-32T1-A,2,Chat,2024-01-08 13:36:48.018374,2024-01-08 13:36:48.018381
3730,36,MSE-32T1-A,1,Chat,2024-01-08 13:37:20.199252,2024-01-08 13:37:20.199258
3731,600,KVR-II/44,4,Chat,2024-01-08 13:37:30.202645,2024-01-08 13:37:30.202651
3732,94,MSE-32T1-A,1,Chat,2024-01-08 13:37:56.689988,2024-01-08 13:37:56.689995
3733,401,MSE-32T1,1,Chat,2024-01-08 13:38:05.011813,2024-01-08 13:38:05.011819
3734,134,MSE-32T1-A,2,Chat,2024-01-08 13:38:12.821160,2024-01-08 13:38:12.821167
3735,1208,KVR-II/44,5,Chat,2024-01-08 13:38:19.218003,2024-01-08 13:38:19.218009
3736,205,MSE-32T1-A,3,Chat,2024-01-08 13:38:26.381453,2024-01-08 13:38:26.381459
3737,452,MSE-32T1-A,1,Brainstorm,2024-01-08 13:39:52.078933,2024-01-08 13:39:52.078939
3738,76,MSE-32T1-A,1,Chat,2024-01-08 13:40:41.919579,2024-01-08 13:40:41.919586
3739,78,MSE-32T1-A,1,Chat,2024-01-08 13:40:50.179543,2024-01-08 13:40:50.179549
3740,1023,MSE-32T1-A,1,Brainstorm,2024-01-08 13:41:32.997509,2024-01-08 13:41:32.997515
3741,1364,MSE-32T1-A,1,Brainstorm,2024-01-08 13:42:45.263244,2024-01-08 13:42:45.263249
3742,38,MSE-32T1-A,1,Chat,2024-01-08 13:46:36.061035,2024-01-08 13:46:36.061041
3743,84,MSE-32T1-A,2,Chat,2024-01-08 13:46:52.263998,2024-01-08 13:46:52.264004
3744,225,ITM-IBS131,2,Chat,2024-01-08 13:55:02.757231,2024-01-08 13:55:02.757238
3745,600,KVR-II/44,1,Chat,2024-01-08 13:55:37.224297,2024-01-08 13:55:37.224303
3746,226,ITM-BdWL,1,Chat,2024-01-08 13:55:57.303886,2024-01-08 13:55:57.303892
3747,223,ITM-BdWL,1,Chat,2024-01-08 13:56:19.507962,2024-01-08 13:56:19.507968
3748,545,ITM-BdWL,1,Chat,2024-01-08 13:56:41.100685,2024-01-08 13:56:41.100691
3749,1372,ITM-BdWL,1,Chat,2024-01-08 13:58:23.295135,2024-01-08 13:58:23.295141
3750,65,ITM-KM83,1,Chat,2024-01-08 14:04:29.354615,2024-01-08 14:04:29.354621
3751,83,ITM-KM83,1,Chat,2024-01-08 14:04:47.864451,2024-01-08 14:04:47.864457
3752,235,ITM-KM83,1,Chat,2024-01-08 14:04:56.793902,2024-01-08 14:04:56.793908
3753,449,ITM-KM83,1,Chat,2024-01-08 14:05:49.042587,2024-01-08 14:05:49.042592
3754,819,ITM-KM83,2,Chat,2024-01-08 14:07:09.100142,2024-01-08 14:07:09.100149
3755,922,ITM-KM83,3,Chat,2024-01-08 14:07:39.536484,2024-01-08 14:07:39.536491
3756,1317,ITM-KM83,4,Chat,2024-01-08 14:08:13.366069,2024-01-08 14:08:13.366076
3757,1626,ITM-KM83,5,Chat,2024-01-08 14:08:28.336556,2024-01-08 14:08:28.336562
3758,1723,ITM-KM83,6,Chat,2024-01-08 14:08:42.947908,2024-01-08 14:08:42.947915
3759,1840,ITM-KM83,7,Chat,2024-01-08 14:09:08.686960,2024-01-08 14:09:08.686966
3760,1956,ITM-KM83,8,Chat,2024-01-08 14:09:16.978933,2024-01-08 14:09:16.978940
3761,2084,ITM-KM83,9,Chat,2024-01-08 14:09:33.239354,2024-01-08 14:09:33.239361
3762,260,ITM-BdWL,1,Chat,2024-01-08 14:39:08.902074,2024-01-08 14:39:08.902082
3763,214,ITM-KM-IL,1,Chat,2024-01-08 14:42:38.056210,2024-01-08 14:42:38.056216
3764,334,ITM-KM-IL,2,Chat,2024-01-08 14:42:48.538297,2024-01-08 14:42:48.538304
3765,78,ITM-IBS61,1,Chat,2024-01-08 14:46:53.037623,2024-01-08 14:46:53.037629
3766,163,ITM-IBS61,2,Chat,2024-01-08 14:48:11.173333,2024-01-08 14:48:11.173339
3767,314,ITM-IBS61,3,Chat,2024-01-08 14:49:07.920504,2024-01-08 14:49:07.920510
3768,578,KULT-ABT 4,1,Brainstorm,2024-01-08 14:56:37.166357,2024-01-08 14:56:37.166362
3769,206,POR-5/3,1,Chat,2024-01-08 14:59:34.922582,2024-01-08 14:59:34.922588
3770,323,MSE-32T1,1,Chat,2024-01-08 15:01:43.153909,2024-01-08 15:01:43.153915
3771,319,ITM-BdWL,2,Chat,2024-01-08 15:08:05.062244,2024-01-08 15:08:05.068055
3772,392,ITM-BdWL,3,Chat,2024-01-08 15:09:42.210821,2024-01-08 15:09:42.210827
3773,2263,POR-BdR/Kom,1,Sum,2024-01-08 15:09:44.400859,2024-01-08 15:09:44.400865
3774,440,ITM-BdWL,4,Chat,2024-01-08 15:10:02.694566,2024-01-08 15:10:02.694572
3775,440,ITM-BdWL,4,Chat,2024-01-08 15:10:32.620544,2024-01-08 15:10:32.620551
3776,484,ITM-BdWL,5,Chat,2024-01-08 15:10:41.190923,2024-01-08 15:10:41.190929
3777,732,POR-BdR/Kom,1,Brainstorm,2024-01-08 15:10:47.523963,2024-01-08 15:10:47.523969
3778,549,ITM-BdWL,6,Chat,2024-01-08 15:11:40.738468,2024-01-08 15:11:40.738475
3779,600,ITM-BdWL,7,Chat,2024-01-08 15:11:55.766001,2024-01-08 15:11:55.766008
3780,270,MSE-32T1,1,Chat,2024-01-08 15:15:06.208579,2024-01-08 15:15:06.208585
3781,372,RBS-GL-GPAMA,1,Chat,2024-01-08 15:16:10.012839,2024-01-08 15:16:10.012846
3782,628,MSE-32T1,2,Chat,2024-01-08 15:19:52.854479,2024-01-08 15:19:52.854486
3783,55,ITM-BdWL,1,Chat,2024-01-08 15:20:20.009977,2024-01-08 15:20:20.009984
3784,55,ITM-BdWL,1,Chat,2024-01-08 15:20:23.661865,2024-01-08 15:20:23.661871
3785,57,ITM-BdWL,1,Chat,2024-01-08 15:20:28.385223,2024-01-08 15:20:28.385229
3786,885,RBS-GL-GPAMA,2,Chat,2024-01-08 15:20:29.530804,2024-01-08 15:20:29.530810
3787,54,ITM-BdWL,1,Chat,2024-01-08 15:20:40.336478,2024-01-08 15:20:40.336484
3790,967,ITM-BdWL,2,Chat,2024-01-08 15:23:43.328023,2024-01-08 15:23:43.328029
3792,172,MOR-GB2.45,1,Chat,2024-01-08 15:33:50.362904,2024-01-08 15:33:50.362910
3795,616,ITM-KM81,3,Chat,2024-01-08 15:36:58.722346,2024-01-08 15:36:58.722353
3796,1324,MOR-GB2.45,1,Brainstorm,2024-01-08 15:37:10.372466,2024-01-08 15:37:10.372473
3800,397,ITM-BdWL,2,Chat,2024-01-08 15:56:16.635833,2024-01-08 15:56:16.635840
3803,240,ITM-BdWL,1,Chat,2024-01-08 16:16:37.913872,2024-01-08 16:16:37.913880
4722,357,ITM-BdWL,4,Chat,2024-01-17 06:07:31.199968,2024-01-17 06:07:31.199978
4725,225,ITM-BdWL,2,Chat,2024-01-17 06:25:22.004449,2024-01-17 06:25:22.004455
4726,208,ITM-BdWL,2,Chat,2024-01-17 06:25:28.813502,2024-01-17 06:25:28.813508
4734,347,RIT-I-A2,2,Chat,2024-01-17 08:12:10.236845,2024-01-17 08:12:10.236853
4737,748,ITM-KM81,4,Chat,2024-01-17 08:16:46.107686,2024-01-17 08:16:46.107693
4739,660,POR-5,1,Chat,2024-01-17 08:36:39.850920,2024-01-17 08:36:39.851281
4740,1223,POR-5,2,Chat,2024-01-17 08:37:53.414732,2024-01-17 08:37:53.414738
4743,2964,POR-5,5,Chat,2024-01-17 08:40:50.375522,2024-01-17 08:40:50.375528
4751,823,POR-5,1,Brainstorm,2024-01-17 09:39:20.809030,2024-01-17 09:39:20.809035
4755,690,KVR-BdR-PuK,2,Chat,2024-01-17 09:43:11.791303,2024-01-17 09:43:11.791309
4757,356,ITM-IBS131,2,Chat,2024-01-17 09:50:42.056366,2024-01-17 09:50:42.056373
4759,573,KVR-BdR-PuK,1,Chat,2024-01-17 10:25:29.839447,2024-01-17 10:25:29.839454
4761,624,MOR-GB1.14,2,Chat,2024-01-17 10:32:51.114327,2024-01-17 10:32:51.114334
4768,588,ITM-KM81,3,Chat,2024-01-17 11:05:52.614770,2024-01-17 11:05:52.614777
4773,628,ITM-IBS411,3,Chat,2024-01-17 11:20:09.819764,2024-01-17 11:20:09.819769
4774,742,ITM-IBS411,4,Chat,2024-01-17 11:31:27.183668,2024-01-17 11:31:27.183675
4775,775,ITM-IBS411,5,Chat,2024-01-17 11:31:54.809541,2024-01-17 11:31:54.809547
4776,814,ITM-IBS411,6,Chat,2024-01-17 11:32:05.892055,2024-01-17 11:32:05.892061
4780,5027,KVR-GL/31,1,Sum,2024-01-17 11:35:19.794254,2024-01-17 11:35:19.794261
4781,36,ITM-IBS411,1,Chat,2024-01-17 11:36:34.664078,2024-01-17 11:36:34.664083
4782,197,ITM-IBS411,1,Chat,2024-01-17 11:36:50.589166,2024-01-17 11:36:50.589173
4785,156,MSE-234,2,Chat,2024-01-17 12:01:11.251000,2024-01-17 12:01:11.251006
4788,839,MOR-GB2.45,1,Chat,2024-01-17 12:44:44.204008,2024-01-17 12:44:44.204016
4792,3454,RIT-RL-BdR,1,Chat,2024-01-17 13:31:15.273159,2024-01-17 13:31:15.273165
4795,3923,ITM-KM83,1,Sum,2024-01-17 13:50:04.354464,2024-01-17 13:50:04.354470
4796,981,ITM-KM83,1,Brainstorm,2024-01-17 13:50:30.102763,2024-01-17 13:50:30.102768
4802,726,RKU-II-5,2,Chat,2024-01-17 15:11:54.631450,2024-01-17 15:11:54.631458
4804,132,RIT-I-A2,1,Chat,2024-01-17 15:17:06.202233,2024-01-17 15:17:06.202240
4805,279,RIT-I-A2,2,Chat,2024-01-17 15:17:26.644786,2024-01-17 15:17:26.644792
4806,495,RIT-I-A2,2,Chat,2024-01-17 15:17:28.271470,2024-01-17 15:17:28.271492
5464,2246,POR-BdR/Kom,4,Chat,2024-01-19 14:23:35.362328,2024-01-19 14:23:35.362334
5466,264,MSE-234,1,Chat,2024-01-19 14:37:29.937846,2024-01-19 14:37:29.937853
5467,288,S-II-KJF/KT,1,Chat,2024-01-19 14:56:13.179924,2024-01-19 14:56:13.179930
5469,1010,S-II-KJF/KT,3,Chat,2024-01-19 14:58:52.009828,2024-01-19 14:58:52.009834
5473,2450,S-II-KJF/KT,7,Chat,2024-01-19 15:03:31.577086,2024-01-19 15:03:31.577091
5476,2569,S-II-KJF/KT,10,Chat,2024-01-19 15:04:28.392612,2024-01-19 15:04:28.392619
5478,2702,S-II-KJF/KT,12,Chat,2024-01-19 15:05:14.712237,2024-01-19 15:05:14.712243
5483,4270,S-II-KJF/KT,17,Chat,2024-01-19 15:18:06.985410,2024-01-19 15:18:06.985416
5488,912,ITM-IBS622,3,Chat,2024-01-19 15:48:03.800543,2024-01-19 15:48:03.800549
5496,4071,ITM-IBS622,8,Chat,2024-01-19 16:01:23.777069,2024-01-19 16:01:23.777076
5501,4977,ITM-IBS622,11,Chat,2024-01-19 16:09:02.516301,2024-01-19 16:09:02.516307
5502,4977,ITM-IBS622,11,Chat,2024-01-19 16:09:10.271230,2024-01-19 16:09:10.271237
5506,1258,ITM-IBS622,1,Brainstorm,2024-01-19 16:11:03.591729,2024-01-19 16:11:03.591735
5507,1001,ITM-IBS622,1,Brainstorm,2024-01-19 16:13:47.845091,2024-01-19 16:13:47.845096
5552,2654,POR-5/12,1,Sum,2024-01-22 07:25:10.224080,2024-01-22 07:25:10.224087
5556,2907,POR-5/12,1,Sum,2024-01-22 07:29:58.888177,2024-01-22 07:29:58.888183
5558,18,POR-5/12,1,Chat,2024-01-22 07:34:38.891181,2024-01-22 07:34:38.891187
5559,40,POR-5/12,2,Chat,2024-01-22 07:34:54.576119,2024-01-22 07:34:54.576125
5562,230,POR-5/12,5,Chat,2024-01-22 07:36:28.087718,2024-01-22 07:36:28.087725
5563,18,POR-5/12,1,Chat,2024-01-22 07:37:21.675393,2024-01-22 07:37:21.675399
5564,28,POR-5/12,1,Chat,2024-01-22 07:37:37.582611,2024-01-22 07:37:37.582617
5565,57,POR-5/12,2,Chat,2024-01-22 07:37:45.297238,2024-01-22 07:37:45.297245
5571,252,POR-5/12,1,Chat,2024-01-22 07:41:37.098523,2024-01-22 07:41:37.098529
5574,777,POR-5/12,2,Chat,2024-01-22 07:43:52.765135,2024-01-22 07:43:52.765142
5575,1131,POR-5/12,3,Chat,2024-01-22 07:44:57.642843,2024-01-22 07:44:57.642849
5578,288,MSE-234,2,Chat,2024-01-22 07:52:54.492288,2024-01-22 07:52:54.492295
5585,368,RAW-GL3-AM,2,Chat,2024-01-22 08:02:47.413162,2024-01-22 08:02:47.413169
5587,1370,RAW-GL3-AM,1,Brainstorm,2024-01-22 08:04:25.713943,2024-01-22 08:04:25.713949
5588,517,POR-5/12,1,Chat,2024-01-22 08:04:30.105828,2024-01-22 08:04:30.105835
5590,17516,S-I-WH2,1,Sum,2024-01-22 08:09:30.389819,2024-01-22 08:09:30.389826
5592,1169,ITM-BdWL,1,Chat,2024-01-22 08:10:51.874120,2024-01-22 08:10:51.874127
5596,1311,ITM-BdWL,2,Chat,2024-01-22 08:14:12.380834,2024-01-22 08:14:12.380840
5600,14234,POR-S1/51,1,Sum,2024-01-22 08:28:47.296591,2024-01-22 08:28:47.296598
5604,20907,POR-S1/51,1,Sum,2024-01-22 08:34:24.789023,2024-01-22 08:34:24.789029
5605,581,ITM-BdWL,3,Chat,2024-01-22 08:35:33.125028,2024-01-22 08:35:33.125035
5609,93,POR-S1/51,1,Chat,2024-01-22 08:38:04.168234,2024-01-22 08:38:04.168241
5611,3828,KVR-GL/31,1,Sum,2024-01-22 08:39:16.656747,2024-01-22 08:39:16.656753
5614,14333,POR-S1/51,1,Sum,2024-01-22 08:41:45.345928,2024-01-22 08:41:45.345934
5617,141,ITM-BdWL,1,Chat,2024-01-22 08:44:21.042043,2024-01-22 08:44:21.042050
5618,119,ITM-BdWL,1,Chat,2024-01-22 08:44:48.356601,2024-01-22 08:44:48.356606
5619,1498,KVR-GL/31,1,Sum,2024-01-22 09:01:02.435517,2024-01-22 09:01:02.435527
5623,384,KVR-GL/31,3,Chat,2024-01-22 09:16:11.721681,2024-01-22 09:16:11.721688
5625,300,S-I-WH5,1,Chat,2024-01-22 09:43:03.938563,2024-01-22 09:43:03.938570
5627,798,RBS-ZIM-SÜD-1,2,Chat,2024-01-22 09:50:22.333359,2024-01-22 09:50:22.333366
5632,2958,RBS-ZIM-SÜD-1,3,Chat,2024-01-22 09:55:16.995322,2024-01-22 09:55:16.995329
5634,3156,RBS-ZIM-SÜD-1,4,Chat,2024-01-22 09:59:24.557855,2024-01-22 09:59:24.557862
5635,257,ITM-KM-IL,1,Chat,2024-01-22 10:06:11.774955,2024-01-22 10:06:11.774963
5637,2152,ITM-KM-IL,1,Sum,2024-01-22 10:06:59.932013,2024-01-22 10:06:59.932021
5638,997,ITM-KM-IL,1,Brainstorm,2024-01-22 10:07:28.332171,2024-01-22 10:07:28.332176
5641,328,PLAN-HAI-21,2,Chat,2024-01-22 10:17:06.765244,2024-01-22 10:17:06.765250
5642,501,PLAN-HAI-21,2,Chat,2024-01-22 10:17:17.506551,2024-01-22 10:17:17.506558
5644,909,PLAN-HAI-21,4,Chat,2024-01-22 10:18:22.436764,2024-01-22 10:18:22.436771
5647,360,ITM-KM-IL,1,Chat,2024-01-22 10:24:47.043276,2024-01-22 10:24:47.043283
5651,762,MSE-PDIGIT-QB,2,Chat,2024-01-22 10:33:50.288572,2024-01-22 10:33:50.288579
5654,714,KVR-IV-BD VO-II,3,Chat,2024-01-22 10:45:21.103322,2024-01-22 10:45:21.103329
5657,199,RBS-1-1741,1,Chat,2024-01-22 10:49:11.587276,2024-01-22 10:49:11.587283
5659,37,RIT-I-A2,2,Chat,2024-01-22 10:53:24.688979,2024-01-22 10:53:24.688986
5661,105,RIT-I-A2,4,Chat,2024-01-22 10:55:28.440771,2024-01-22 10:55:28.440778
5662,152,RIT-I-A2,5,Chat,2024-01-22 10:58:14.442508,2024-01-22 10:58:14.442515
5663,56,RIT-I-A6,1,Chat,2024-01-22 11:06:23.253388,2024-01-22 11:06:23.253394
5666,165,BAU-HZ2,1,Chat,2024-01-22 11:08:57.502542,2024-01-22 11:08:57.502548
5668,336,BAU-HZ2,2,Chat,2024-01-22 11:09:12.172005,2024-01-22 11:09:12.172012
5670,616,BAU-HZ2,4,Chat,2024-01-22 11:10:08.016514,2024-01-22 11:10:08.016521
5673,2361,BAU-HZ2,7,Chat,2024-01-22 11:11:47.253828,2024-01-22 11:11:47.253836
5675,3801,BAU-HZ2,9,Chat,2024-01-22 11:13:20.033999,2024-01-22 11:13:20.034010
5676,843,PLAN-HAI-22,1,Chat,2024-01-22 11:33:33.838068,2024-01-22 11:33:33.838075
5680,339,POR-S2,1,Chat,2024-01-22 11:43:25.967964,2024-01-22 11:43:25.967971
5685,84,POR-5/12,2,Chat,2024-01-22 11:48:07.744734,2024-01-22 11:48:07.744740
5686,46,POR-5/12,1,Chat,2024-01-22 11:48:22.558090,2024-01-22 11:48:22.558095
3788,53,ITM-BdWL,1,Chat,2024-01-08 15:20:57.845454,2024-01-08 15:20:57.845460
3789,494,ITM-BdWL,1,Chat,2024-01-08 15:21:51.729448,2024-01-08 15:21:51.729455
3791,154,ITM-KM81,1,Chat,2024-01-08 15:33:39.373414,2024-01-08 15:33:39.373421
3793,381,ITM-KM81,2,Chat,2024-01-08 15:34:28.888229,2024-01-08 15:34:28.888235
3794,2649,MOR-GB2.45,1,Sum,2024-01-08 15:35:37.512008,2024-01-08 15:35:37.512015
3798,328,ITM-KM81,1,Chat,2024-01-08 15:43:45.970778,2024-01-08 15:43:45.970786
3801,548,ITM-BdWL,3,Chat,2024-01-08 15:56:48.903597,2024-01-08 15:56:48.903603
3802,67,ITM-BdWL,1,Chat,2024-01-08 15:58:59.487386,2024-01-08 15:58:59.487393
4801,503,RKU-II-5,1,Chat,2024-01-17 15:11:17.375819,2024-01-17 15:11:17.375826
4807,428,RIT-I-A2,3,Chat,2024-01-17 15:17:48.524122,2024-01-17 15:17:48.524128
4810,642,RIT-I-A2,4,Chat,2024-01-17 15:27:04.605849,2024-01-17 15:27:04.605855
4811,777,RIT-I-A2,5,Chat,2024-01-17 15:27:28.377948,2024-01-17 15:27:28.377954
4813,1158,RIT-I-A2,7,Chat,2024-01-17 15:36:52.185972,2024-01-17 15:36:52.185978
4815,1547,RIT-I-A2,9,Chat,2024-01-17 15:37:35.245558,2024-01-17 15:37:35.245564
4816,1756,RIT-I-A2,10,Chat,2024-01-17 15:50:36.098686,2024-01-17 15:50:36.098693
4821,2806,RIT-I-A2,15,Chat,2024-01-17 16:10:58.191601,2024-01-17 16:10:58.191607
4827,356,KR-BewA-L,1,Chat,2024-01-17 21:42:52.802552,2024-01-17 21:42:52.802559
4829,1195,KR-BewA-L,3,Chat,2024-01-17 21:45:44.244120,2024-01-17 21:45:44.244126
4831,660,KR-BewA-L,2,Chat,2024-01-17 21:55:40.526423,2024-01-17 21:55:40.526429
5508,532,RBS-3-0552,1,Chat,2024-01-20 09:27:51.852755,2024-01-20 09:27:51.852770
5509,940,RBS-3-0552,2,Chat,2024-01-20 09:29:49.640578,2024-01-20 09:29:49.640585
5513,159,MOR-GB1.4,2,Chat,2024-01-20 12:47:28.049437,2024-01-20 12:47:28.049444
5516,3918,MOR-GB1.4,1,Sum,2024-01-20 12:48:53.772999,2024-01-20 12:48:53.773005
5517,423,MOR-GB1.4,1,Chat,2024-01-20 12:49:20.939198,2024-01-20 12:49:20.939204
5519,3019,MOR-GB1.4,1,Sum,2024-01-20 12:49:45.406161,2024-01-20 12:49:45.406167
5520,1916,MOR-GB1.4,1,Sum,2024-01-20 12:50:14.497498,2024-01-20 12:50:14.497504
5521,3336,MOR-GB1.4,1,Sum,2024-01-20 12:50:34.037152,2024-01-20 12:50:34.037159
5570,349,POR-5/12,2,Chat,2024-01-22 07:41:13.347714,2024-01-22 07:41:13.347720
5573,415,POR-5/12,1,Chat,2024-01-22 07:43:21.988949,2024-01-22 07:43:21.988955
5579,280,RAW-GL3-AM,1,Chat,2024-01-22 07:55:03.707831,2024-01-22 07:55:03.707837
5582,1642,POR-5/12,5,Chat,2024-01-22 07:59:06.211809,2024-01-22 07:59:06.211815
5586,526,POR-5/12,1,Chat,2024-01-22 08:04:08.175711,2024-01-22 08:04:08.175717
5591,325,RAW-GL3-AM,1,Chat,2024-01-22 08:10:30.891646,2024-01-22 08:10:30.891652
5593,689,RAW-GL3-AM,2,Chat,2024-01-22 08:11:13.062602,2024-01-22 08:11:13.062609
5594,1182,ITM-BdWL,1,Chat,2024-01-22 08:11:22.123655,2024-01-22 08:11:22.123661
5595,536,SKA-2-41,1,Chat,2024-01-22 08:13:32.617003,2024-01-22 08:13:32.617009
5599,3639,S-I-WH2,1,Sum,2024-01-22 08:19:47.608445,2024-01-22 08:19:47.608450
5602,2542,RAW-FB2-SG2,1,Sum,2024-01-22 08:29:15.381014,2024-01-22 08:29:15.381021
5603,291,ITM-BdWL,2,Chat,2024-01-22 08:33:11.970325,2024-01-22 08:33:11.970332
5607,20465,POR-S1/51,1,Sum,2024-01-22 08:37:04.089245,2024-01-22 08:37:04.089251
5608,820,RAW-FB2-SG2,2,Chat,2024-01-22 08:37:43.995361,2024-01-22 08:37:43.995367
